repository	pkgbase	version	pkgbuild_sha256	packages	source_files
core	thin-provisioning-tools	1.3.3-1	903d8252577c4bcc41bf8c5c3621877419a9565c70c9084713ad6687e8c668b3	thin-provisioning-tools	https://archlinuxarm.org/packages/aarch64/thin-provisioning-tools/files
core	tpm2-tss	4.1.3-1	e0765e1bb1d9a96ebcd035432eae5c90cb5c97c9143470f9478ff509bc625f43	tpm2-tss	https://archlinuxarm.org/packages/aarch64/tpm2-tss/files
core	tzdata	2026c-1	8fe75fc1f636b3454fabf9cb415d42e2a27489ea654bbd6cc0f11e6cf07c031c	tzdata	https://archlinuxarm.org/packages/aarch64/tzdata/files
core	usbutils	019-1	f0c1a34c799df51b0e88eeb495589b6ab545d0013368994438268fcb8fc08991	usbutils	https://archlinuxarm.org/packages/aarch64/usbutils/files
core	util-linux	2.42.2-1	4a190995d2394edf3c0a97625e9dbfbdf073975f235ae42148a68991b9bc205c	util-linux,util-linux-libs	https://archlinuxarm.org/packages/aarch64/util-linux/files
core	wireless-regdb	2026.05.30-1	5a8698a6fecd32f513f6ed04e5e8b4c100f2c2676ec9de10860b45b9eebf9ec7	wireless-regdb	https://archlinuxarm.org/packages/aarch64/wireless-regdb/files
core	wpa_supplicant	2:2.11-5	933d5390d6a4b48c290a6cb64b4681c2e3bc79fe41a52c02064c03cf3abe8ac0	wpa_supplicant	https://archlinuxarm.org/packages/aarch64/wpa_supplicant/files
core	xz	5.8.3-1	e29ddff240b43f5fe479e0c835f8022f1a92a92dda5feb14e7258c4ec9ced447	xz	https://archlinuxarm.org/packages/aarch64/xz/files
core	zlib	1:1.3.2-3	f80b98c3bbba2ca8a3042bbb9fbc3b77046d7d4699ff275ede87cbe234fe9707	zlib	https://archlinuxarm.org/packages/aarch64/zlib/files
core	zstd	1.5.7-3	924e4284597f6aede736f70c189d7b4a2445e99b88fdf7e6580e434494c6553f	zstd	https://archlinuxarm.org/packages/aarch64/zstd/files
extra	aalib	1.4rc5-19	25b739bb88171c58ecdd00c79ba3801d58720208007dd4ab4199db1c8f7bd0fd	aalib	https://archlinuxarm.org/packages/aarch64/aalib/files
extra	abseil-cpp	20260526.0-2	0beae63c678273d0e0ac426791b94770ba6bf40043e0c554aaacb3b92f1e2227	abseil-cpp	https://archlinuxarm.org/packages/aarch64/abseil-cpp/files
extra	accountsservice	26.27.3-1	ba0ea79b3427f55836486882f9f99da75da151be22cd44ed921a94f867404cce	accountsservice	https://archlinuxarm.org/packages/aarch64/accountsservice/files
extra	adwaita-fonts	50.0-1	e10a2940b4321897dd9100c321e4ab61e0fe3daa22317fd2844bacae21e7eff0	adwaita-fonts	https://archlinuxarm.org/packages/aarch64/adwaita-fonts/files
extra	adwaita-icon-theme	50.0-1	6da56a107245a16877c1c8cdca50b46e4fd9246d4422d567f4690260acc6e87f	adwaita-cursors,adwaita-icon-theme	https://archlinuxarm.org/packages/aarch64/adwaita-cursors/files
extra	adwaita-icon-theme-legacy	46.2-3	bbfbc45f0e4567daea058e57879f4a063c0c92a3d85126b6aa847e5f8a4ac77f	adwaita-icon-theme-legacy	https://archlinuxarm.org/packages/aarch64/adwaita-icon-theme-legacy/files
extra	alsa-lib	1.2.16.1-1	a113e0f7e94ba8a3f93fe0b40490ffe0c26375421b69a33712ddf90147d37fc5	alsa-lib	https://archlinuxarm.org/packages/aarch64/alsa-lib/files
extra	alsa-topology-conf	1.2.5.1-4	712bb5eb8879d129d227948e6b1e97b8b4777d4f8f77ca2231f8836faa675ea2	alsa-topology-conf	https://archlinuxarm.org/packages/aarch64/alsa-topology-conf/files
extra	alsa-ucm-conf	1.2.16.1-1	3ee2a673bcf747fed970ecc2804b941c79ab60e80d4e623733fb17a0bb24030c	alsa-ucm-conf	https://archlinuxarm.org/packages/aarch64/alsa-ucm-conf/files
extra	alsa-utils	1.2.16-1	e95e07bd2d623721f9ab46bca6215a08734c2f4deea18e06610cd9a1bd8b206d	alsa-utils	https://archlinuxarm.org/packages/aarch64/alsa-utils/files
extra	aom	3.14.1-1	0290f62821568d48b675b3317d537858056cc80617e8009c12eeaf8d90be4cf9	aom	https://archlinuxarm.org/packages/aarch64/aom/files
extra	appstream	1.1.5-1	39cdf085dd0c8b0bb85a23b453ae9f967de298d90678016717645cce7d26f6ba	appstream	https://archlinuxarm.org/packages/aarch64/appstream/files
extra	arch-install-scripts	31-1	06ea10028c4b53182178693cdc5c9bb5066109f028853cbf9fbb0543d6e1059c	arch-install-scripts	https://archlinuxarm.org/packages/aarch64/arch-install-scripts/files
extra	at-spi2-core	2.60.5-1	6d422c6e3486507d6c590e8b3a2619e888215543e070a559130f735781af055d	at-spi2-core	https://archlinuxarm.org/packages/aarch64/at-spi2-core/files
extra	atkmm	2.28.5-2	2ee66e0818ff51bcec652ebdc3235607527b056fbcd685156d0ae55c80539f8b	atkmm	https://archlinuxarm.org/packages/aarch64/atkmm/files
extra	avahi	1:0.9rc5-1	211b2925a0588ae841c795366ba8415d8a64860d7c04693e4b25860444c6a998	avahi	https://archlinuxarm.org/packages/aarch64/avahi/files
extra	b3sum	1.8.4-1	3da8a9924e314c8746515b01c18c7f7e5ce2a7584e68891e123b60a366993098	libblake3	https://archlinuxarm.org/packages/aarch64/libblake3/files
extra	baobab	50.0-1	b113ded043f856d40c36a08a57c3847eb784b4d1915e2a0fb2beb4446f841a0f	baobab	https://archlinuxarm.org/packages/aarch64/baobab/files
extra	bash-completion	2.18.0-1	10e217cd51de0229afe28d9fca238d178b83a925cd9c041e8a547c037562a121	bash-completion	https://archlinuxarm.org/packages/aarch64/bash-completion/files
extra	bluez	5.87-2	09d7b7cdc8e79db73b41dde38ace29293454c11824fe8f19b394e461ad3a100e	bluez,bluez-libs,bluez-obex,bluez-utils	https://archlinuxarm.org/packages/aarch64/bluez/files
extra	bolt	0.9.11-1	46945fb618d3e78f70862f0fe9cc7d49b869ae36ad2e694f7e1fb41398854f6b	bolt	https://archlinuxarm.org/packages/aarch64/bolt/files
extra	brightnessctl	0.5.1-3	b071f9b55282bdc56d4fedb66634789ec9eaa07f04ee9b6d4220e9158918f907	brightnessctl	https://archlinuxarm.org/packages/aarch64/brightnessctl/files
extra	brltty	6.9.1-3	82526b91c8515e47d3c3f456d100b6bccd83e33d17e1babd6841e378a75a9347	brltty,python-brltty	https://archlinuxarm.org/packages/aarch64/brltty/files
extra	bubblewrap	0.11.2-1	496c9747e0c8597474667054638bcdcd3e8cc12b93e02cd007a6500506ec4832	bubblewrap	https://archlinuxarm.org/packages/aarch64/bubblewrap/files
extra	cairo	1.18.4-1	fd70f3f32265f41ddd89c02b9049f0fc548b7105b14fbe2fcf58712d12421d20	cairo	https://archlinuxarm.org/packages/aarch64/cairo/files
extra	cairomm	1.14.6-1	be3bccc754b7507d59a5ef0c591e26b091814a9ff783605834d2a572f5b98b7d	cairomm	https://archlinuxarm.org/packages/aarch64/cairomm/files
extra	cairomm-1.16	1.18.1-1	dec0cd7534a950f041d15b697c59cfbc7f33e098a049f12ccab2341e967feb59	cairomm-1.16	https://archlinuxarm.org/packages/aarch64/cairomm-1.16/files
extra	cdparanoia	10.2-10	41c456eed5abacd4671bbce518c2abac1de3bb310ecd29d8f00a0234b2973a98	cdparanoia	https://archlinuxarm.org/packages/aarch64/cdparanoia/files
extra	cifs-utils	7.5-1	f6c43160c6b11139278dcaa1d5463604d713764d45588f3acd56fa690d886351	cifs-utils	https://archlinuxarm.org/packages/aarch64/cifs-utils/files
extra	colord	1.4.8-1	a02eca7ac50d31c6c40402f025ec977b2347c2f2d6bdaa8fbf569f764e9a68d3	colord,libcolord	https://archlinuxarm.org/packages/aarch64/colord/files
extra	colord-gtk	0.3.1-1	2974cd8151d080affd15bebea66313cea62f1394eab1e50fe43f26496c895273	colord-gtk-common,colord-gtk4	https://archlinuxarm.org/packages/aarch64/colord-gtk-common/files
extra	cpio	2.15-3	2752a3e9cd06ab745a0c16f2bb304727f02ac45f8a03139c924a07d342dfca34	cpio	https://archlinuxarm.org/packages/aarch64/cpio/files
extra	cups	2:2.4.19-1	884cfe60b6921b712c53870448998895ec8a5ef257df392f68b20efdfb156f36	libcups	https://archlinuxarm.org/packages/aarch64/libcups/files
extra	cups-pk-helper	0.2.7-2	3ada49b58c1bfc590bee9337714223a0db00825d8a8f6debc80c6c11b4f6301a	cups-pk-helper	https://archlinuxarm.org/packages/aarch64/cups-pk-helper/files
extra	dav1d	1.5.4-1	e73b7db5c8bbdd7ef212299ce8d0bb2788264a7128312f4b53944853526d7b82	dav1d	https://archlinuxarm.org/packages/aarch64/dav1d/files
extra	dbus-python	1.4.0-2	8f4568d74596b0833054f2e548fb4290f2dcc28daf1ddee66386afe109a41627	python-dbus	https://archlinuxarm.org/packages/aarch64/python-dbus/files
extra	dconf	0.49.0-1	a79b69683ae272ea619502d4e2d334e62f5075cbe390fe34a415cefaa4cd9c0c	dconf	https://archlinuxarm.org/packages/aarch64/dconf/files
extra	default-cursors	3-1	0bf94855dcdec922c341f5f9d2415265b6e9a57a5a362afec0ad6d4f74b8b7dc	default-cursors	https://archlinuxarm.org/packages/aarch64/default-cursors/files
extra	desktop-file-utils	0.28-1	78c565431df17252ceafc33fa66e0031e32694e59e3e46077f50e6826d63f4ed	desktop-file-utils	https://archlinuxarm.org/packages/aarch64/desktop-file-utils/files
extra	djvulibre	3.5.30.1-1	7f5ed2886da2481e410c01efe5fa39b8e4c7b032f68cc0aa7bdeb39818f82f05	djvulibre	https://archlinuxarm.org/packages/aarch64/djvulibre/files
extra	dotconf	1.4.1-1	35b6c8a9e00d362aed4dafb0f6d08ed5f7fd9dfc78282449c72db916304ecd0c	dotconf	https://archlinuxarm.org/packages/aarch64/dotconf/files
extra	double-conversion	3.4.0-1	4cd8ede380bda806379cc006a52b63d9dcd36fac06ab508d4a1ad6d5f12aaf87	double-conversion	https://archlinuxarm.org/packages/aarch64/double-conversion/files
extra	dtc	1:1.8.1-1	f1109cd14c92e73652d5747f28cf60eaa177e1d2e1dbef173cecf03bdef12c01	dtc	https://archlinuxarm.org/packages/aarch64/dtc/files
extra	duktape	2.7.0-7	a152565198b846b5f5871a579df8654075dfce81716df66cc1f630acdbaa1ea5	duktape	https://archlinuxarm.org/packages/aarch64/duktape/files
extra	editorconfig-core-c	0.12.11-1	01cf5098002c07cab93b2701daa46e3e7c911044dff1882d0489f4cffb1b36b6	editorconfig-core-c	https://archlinuxarm.org/packages/aarch64/editorconfig-core-c/files
extra	egl-wayland	4:1.1.21-1	0174e91603267a6dc669e896ba4a4387faea34536066d0750aa016e997832017	egl-wayland	https://archlinuxarm.org/packages/aarch64/egl-wayland/files
extra	eglexternalplatform	1.2.1-1	c568f9bb28bb4ae15950efa66fd9e12887c3b928e382b966866e4a5b0c7caaba	eglexternalplatform	https://archlinuxarm.org/packages/aarch64/eglexternalplatform/files
extra	enchant	2.8.15-2	bf4985662ac48ba24042f5b170f21cb66c6ad3c00ac49c7acc5183bad7b4022a	enchant	https://archlinuxarm.org/packages/aarch64/enchant/files
extra	espeak-ng	1.52.0-1	fad16def3b1496b5fab0f168ecbf692673c17641720c4ee0bbf638f5e3b10431	espeak-ng	https://archlinuxarm.org/packages/aarch64/espeak-ng/files
extra	exempi	2.6.6-3	ab46193347ba5b65a01c6d65a63f613c94be2a8383383c6fb38cb50465f1785d	exempi	https://archlinuxarm.org/packages/aarch64/exempi/files
extra	exfatprogs	1.4.2-1	f12186a357cf35b82f51f9e3e7a3d5470c71e3abc942b58f59fdc0c575953ea9	exfatprogs	https://archlinuxarm.org/packages/aarch64/exfatprogs/files
extra	exiv2	0.28.8-2	12edd4697d07cb9006c5ee37ff358eeb5450c6f56ff42bc8832a2333f5991d9a	exiv2	https://archlinuxarm.org/packages/aarch64/exiv2/files
extra	ffmpeg	2:8.1.2-10	323d6053515b1bff60306f4274c418b1019ca4839aed6283f2be792867230dfd	ffmpeg	https://archlinuxarm.org/packages/aarch64/ffmpeg/files
extra	fftw	3.3.11-1	348102613fe74553f1f3cb5e003553d4edffcb2103c165bfca6864421db8cd39	fftw	https://archlinuxarm.org/packages/aarch64/fftw/files
extra	firefox	153.0-1	a39ad094154888a841dfc9eb5ddb79ff8e47cfbde21619781f4709b889ee32ea	firefox	https://archlinuxarm.org/packages/aarch64/firefox/files
extra	flac	1.5.0-1	cf79042b181f9da3aec2c58b2272652c5a82a53d3657cd1c6ac564cb1931709f	flac	https://archlinuxarm.org/packages/aarch64/flac/files
extra	fontconfig	2:2.18.2-1	8b0dcaf65b1863da58ffe665ea8fd2bbfae029e90cc3e41874e9921bf453daa0	fontconfig	https://archlinuxarm.org/packages/aarch64/fontconfig/files
extra	freeglut	3.8.0-1	af32c08b748f2f165521e63e4776d20f3bf25f38fe6a385a6ec677042badb5ca	freeglut	https://archlinuxarm.org/packages/aarch64/freeglut/files
extra	freetype2	2.14.3-1	bb61ec4b8e6d9727da5d314d5371dc5cd1333aa315d44cb85d5b98b7f4dff189	freetype2	https://archlinuxarm.org/packages/aarch64/freetype2/files
extra	fribidi	1.0.16-2	5d2e0cadc9a53e1fc9117e17834ffca62508e08ec94b2e845d75665a102c2b47	fribidi	https://archlinuxarm.org/packages/aarch64/fribidi/files
extra	fuse2	2.9.9-5	59203693346a344659927e6b35da9df60f76448a98616e9cf6c44d94983e6a09	fuse2	https://archlinuxarm.org/packages/aarch64/fuse2/files
extra	fuse3	3.18.2-1	c98a8a8a9694c740d15d69ede5d7bc6a7d07c7b3f6b0e34c1e7fc02798c2b722	fuse-common,fuse3	https://archlinuxarm.org/packages/aarch64/fuse-common/files
extra	gcr	3.41.2-2	5f17df9f93c8ce47c44aa311229b8172a07fec7f9a6e3719cda761206f545da6	gcr	https://archlinuxarm.org/packages/aarch64/gcr/files
extra	gcr-4	4.4.0.1-1	96c936a640c249b132f773a878beadf9e2dd0cc3578fa989b9078ccf18ecd3c5	gcr-4	https://archlinuxarm.org/packages/aarch64/gcr-4/files
extra	gd	2.3.3-9	f119e4990614cb8db40c7fed68441e688fa266a19c1a5b1f0bbdf3f7038f8474	gd	https://archlinuxarm.org/packages/aarch64/gd/files
extra	gdk-pixbuf2	2.44.6-2	44546aaadaffb79b440de56bb5c14543de4f42def6260fde299aaf290b555177	gdk-pixbuf2	https://archlinuxarm.org/packages/aarch64/gdk-pixbuf2/files
extra	gdm	50.1-1	4aed9a0c0cd34f0bafd132e426be75f667ed52d8b50f75cd7fc92ea327390244	gdm,libgdm	https://archlinuxarm.org/packages/aarch64/gdm/files
extra	geoclue	2.8.2-1	bc6ec3f7caf2136522573f0a15d414000f4a47af95b65e6522d313ef63abf9ac	geoclue	https://archlinuxarm.org/packages/aarch64/geoclue/files
extra	geocode-glib	3.26.4-6	1ae84e26539f3b83f7f8f28461a4a924469b1fd4dba7dca86d648b10b51fd84a	geocode-glib	https://archlinuxarm.org/packages/aarch64/geocode-glib/files
extra	gexiv2	0.16.1-1	9168a47da8440db01edb8908c729ad63397a8306c0309cfb7a69b37fed0470fd	gexiv2	https://archlinuxarm.org/packages/aarch64/gexiv2/files
extra	giflib	6.1.3-2	b191e1ad131c6c95096fcae1581529ed50b314f0f8e0e237e063250f6340dc8a	giflib	https://archlinuxarm.org/packages/aarch64/giflib/files
extra	gjs	2:1.88.1-1	8c930155a12da6d67636a924393e6237a7b26e99f558ab65ca2f3b72bfcb23bf	gjs	https://archlinuxarm.org/packages/aarch64/gjs/files
extra	glib-networking	1:2.80.1-1	6851f5c6a79a0ff7d7a0fafbffc5f3249ca86c272bcece4e3bd4769e76d22cc3	glib-networking	https://archlinuxarm.org/packages/aarch64/glib-networking/files
extra	glibmm	2.66.9-1	e30eb8467018d7e2941725b28f8bb236b071a8833150b9b2b47dcb016faf3969	glibmm	https://archlinuxarm.org/packages/aarch64/glibmm/files
extra	glibmm-2.68	2.88.1-1	2d3a2452fae70432ad04055ee3839e51c0e220033e772072cca5a754d8710be3	glibmm-2.68	https://archlinuxarm.org/packages/aarch64/glibmm-2.68/files
extra	glslang	1:1.4.350.1-1	74a7d8b71d5090dabaab18eae48d5221d7381177d2e6716e15611bb330adba1c	glslang	https://archlinuxarm.org/packages/aarch64/glslang/files
extra	glu	9.0.3-3	f591a9feede93b719123eac513138283e6ffcce9cae4eff27957984e7ac218d8	glu	https://archlinuxarm.org/packages/aarch64/glu/files
extra	glycin	2.1.5-2	67da8fb4a4ced509db88a95d9727149d8d3da6c97016ec2a4fdd5eec99eac9ee	glycin,glycin-gtk4	https://archlinuxarm.org/packages/aarch64/glycin/files
extra	gnome-autoar	0.4.5-1	4d0f02deb3b9cc3e5324d5191afad08fe956150760edcfe0a774d95b5e30ec5a	gnome-autoar	https://archlinuxarm.org/packages/aarch64/gnome-autoar/files
extra	gnome-bluetooth-3.0	47.2-1	e8092508175613c0b984dd4cb18a314538a416bc014e02b1dc5ed002068bfdbc	gnome-bluetooth-3.0	https://archlinuxarm.org/packages/aarch64/gnome-bluetooth-3.0/files
extra	gnome-color-manager	3.36.2-1	45a0aa48b0d4666ca35d0fe235fac08f4e31e50ec8f829d02d2608babb015982	gnome-color-manager	https://archlinuxarm.org/packages/aarch64/gnome-color-manager/files
extra	gnome-console	50.0-1	bc981a4ee01dac052a29c964606d8fd39fce7ddbb7942b60ab803dd9240a277f	gnome-console	https://archlinuxarm.org/packages/aarch64/gnome-console/files
extra	gnome-control-center	50.3-1	0669e39e5d3b308312261cf360b56d9f6d9d315cc40434a527b70a8a5c3defdf	gnome-control-center,gnome-keybindings	https://archlinuxarm.org/packages/aarch64/gnome-control-center/files
extra	gnome-desktop	1:44.5-1	155322e5d8d875fee708e407312bd87856afff2db851c4e88fea29eb6f2bbb91	gnome-desktop-4,gnome-desktop-common	https://archlinuxarm.org/packages/aarch64/gnome-desktop-4/files
extra	gnome-disk-utility	46.1-2	f61eab691495bcfe4a755411863d502f2aef4b0a98617384fdcb3a26067c8ead	gnome-disk-utility	https://archlinuxarm.org/packages/aarch64/gnome-disk-utility/files
extra	gnome-keyring	1:50.0-1	87dca3e4dd79b36a73bc788d3379b22c4a75204478f0eff302a1a7ab4f9f673d	gnome-keyring	https://archlinuxarm.org/packages/aarch64/gnome-keyring/files
extra	gnome-logs	50.0-1	184a422b28f01be7bc87babcbe22319f5a40597a21ce9b70b9854d915489fdf3	gnome-logs	https://archlinuxarm.org/packages/aarch64/gnome-logs/files
extra	gnome-online-accounts	3.58.1-1	fb8cf47b4a4c52bc335612f8c095e197740b4304431eaf307732f4876b2ae29c	gnome-online-accounts,libgoa	https://archlinuxarm.org/packages/aarch64/gnome-online-accounts/files
extra	gnome-session	50.1-1	9ac5b427b92e3cdf60c6d393a790ab31d22a5b1cd7f1745a84939cce3a95a25c	gnome-session	https://archlinuxarm.org/packages/aarch64/gnome-session/files
extra	gnome-settings-daemon	50.1-1	5c12d41d3cfd44b688105d3a8eabe401826c223d0ce58563b5847e1a8d5aa38d	gnome-settings-daemon	https://archlinuxarm.org/packages/aarch64/gnome-settings-daemon/files
extra	gnome-shell	1:50.3-1	6f85c3ba5e59f4d9e58c1ab26568ae9a8b1b6b64d7356fbf96ae530438846109	gnome-shell	https://archlinuxarm.org/packages/aarch64/gnome-shell/files
extra	gnome-sound-recorder	42.0-5	8e703c3672533c2ec5fe33f4b64d74261c55d9458e43980c64f0af484cad9585	gnome-sound-recorder	https://archlinuxarm.org/packages/aarch64/gnome-sound-recorder/files
extra	gnome-system-monitor	50.0-1	5fada08cbeac932df91078824be77cb3cf92e45eb53d2e1487c7f41fcff8ad15	gnome-system-monitor	https://archlinuxarm.org/packages/aarch64/gnome-system-monitor/files
extra	gnome-text-editor	50.1-1	defbc0514677e6c6be179295940156adb7228bb0660471723459fdf38def6358	gnome-text-editor	https://archlinuxarm.org/packages/aarch64/gnome-text-editor/files
extra	gobject-introspection	1.86.0-2	9eb7040d6e60a692edf614859dc4b9bbec599d7224ed958d7330cd3cf6633da9	gobject-introspection-runtime,libgirepository	https://archlinuxarm.org/packages/aarch64/gobject-introspection-runtime/files
extra	gparted	1.8.1-2	e5878ca693203a64019dadb04a1208bbe98ff6700890d2ef799c36aa5e714d34	gparted	https://archlinuxarm.org/packages/aarch64/gparted/files
extra	gperftools	2.18.1-1	e4ef8539ff2d7b2f1e84300ad1426e867406b1f2637fc06803551ba921214610	gperftools	https://archlinuxarm.org/packages/aarch64/gperftools/files
extra	gpgmepp	2.1.0-1	719817f5d97a01d0a514f52f28e6de4f35beeecf31094ec8a2382cafab0dc0f0	gpgmepp	https://archlinuxarm.org/packages/aarch64/gpgmepp/files
extra	gptfdisk	1.0.10-2	a4fdfc3caa483dd9e8ee81e97e00bc44ace27fe21f2888873b5094a6dd9c2f88	gptfdisk	https://archlinuxarm.org/packages/aarch64/gptfdisk/files
extra	graphene	1.10.8-2.1	dbefaa7a76646e7ba44eb4ef399127fb26dd905051f167e5c23824ebac64b943	graphene	https://archlinuxarm.org/packages/aarch64/graphene/files
extra	graphite	1:1.3.15-1	b41d648867e0882d25d534afb9335383e925ea76d4bf7eb09f67f795806aaf70	graphite	https://archlinuxarm.org/packages/aarch64/graphite/files
extra	gsettings-desktop-schemas	50.1-1	7b7977368667686414a340a5682d289971f24b852a3fdc68e5c69b1fb3cbdcb0	gsettings-desktop-schemas,gsettings-system-schemas	https://archlinuxarm.org/packages/aarch64/gsettings-desktop-schemas/files
extra	gsm	1.0.24-1	983c6db4be1b4216dd3c229453a94c76f516dffbed56cd2436ce156c8f1d407c	gsm	https://archlinuxarm.org/packages/aarch64/gsm/files
extra	gsound	1.0.3-4	e4b8fee92aa520d5e57977b7c4c6ee50cda08e148e468ff961601c73c92544e0	gsound	https://archlinuxarm.org/packages/aarch64/gsound/files
extra	gssdp	1.6.6-1	2f1af8a61fc1b0a7df4a214c50bb8899fdaa777879875f4cad8abf105f47a590	gssdp	https://archlinuxarm.org/packages/aarch64/gssdp/files
extra	gst-plugins-rs	0.15.3-1	f6fb4ac1e119a36b2b7173b68ac6dee387934c66dedd39fbdd903b818caed6c9	gst-plugin-gtk4	https://archlinuxarm.org/packages/aarch64/gst-plugin-gtk4/files
extra	gstreamer	1.28.5-2	67d9764bbaadbecf20c5a6b54c90e4f45a50ada7a0b0669a16a2da20abd9b515	gst-plugins-bad-libs,gst-plugins-base,gst-plugins-base-libs,gst-plugins-good,gstreamer	https://archlinuxarm.org/packages/aarch64/gst-plugins-bad-libs/files
extra	gtest	1.17.0-2	d63f3be4f58d50f24bd734ee7c2925518e9b457c1f7c8a3d5be7c9e77ee2296c	gtest	https://archlinuxarm.org/packages/aarch64/gtest/files
extra	gtk3	1:3.24.52-1	1d8363cb450f0fb780162f594bc58ffdc83c5ebd2f0491ced4f69f42475fc4b6	gtk3	https://archlinuxarm.org/packages/aarch64/gtk3/files
extra	gtk4	1:4.22.4-1	505ce5134e777388002d849880a75741f262bdff8f76abb32a091cff808e8357	gtk-update-icon-cache,gtk4	https://archlinuxarm.org/packages/aarch64/gtk-update-icon-cache/files
extra	gtkmm-4.0	4.22.0-2	c01340dabbfcf5e74326a0927a846bb0b1ad09145cf54ac4b06f2b352027b6cc	gtkmm-4.0	https://archlinuxarm.org/packages/aarch64/gtkmm-4.0/files
extra	gtkmm3	3.24.11-1	817b6e0c6c135912df6f063fc58422e1e3d414cb3ef6390d1367b8c1bbe0df58	gtkmm3	https://archlinuxarm.org/packages/aarch64/gtkmm3/files
extra	gtksourceview5	5.20.0-1	3fd8142bdc84cad8beb85012ffea748f4ee3108980fb080a785ace537eea0eac	gtksourceview5	https://archlinuxarm.org/packages/aarch64/gtksourceview5/files
extra	gupnp	1:1.6.10-1	1e4f04132cba1767d516e189624922680d2646ab2bdf063c4201f86b94a19535	gupnp	https://archlinuxarm.org/packages/aarch64/gupnp/files
extra	gupnp-dlna	0.12.0-5	61f2c4e0e2890507988be0230f5c0d9e97c01ec237da9d0ccb76ae03b9013f53	gupnp-dlna	https://archlinuxarm.org/packages/aarch64/gupnp-dlna/files
extra	gupnp-igd	1.6.0-2	41a28f5e726de0097098d4ddad1eac786fa65c3278cff0f68990390532e778ab	gupnp-igd	https://archlinuxarm.org/packages/aarch64/gupnp-igd/files
extra	gvfs	1.60.1-1	ab3f72011a5373e655f95fbd57e04d276213920b04eda1b7f89409191df0702d	gvfs,gvfs-gphoto2,gvfs-mtp,gvfs-smb	https://archlinuxarm.org/packages/aarch64/gvfs/files
extra	gweather-locations	2026.2-1	165d072689e79d895392f1204db5c24fcec2c14ae8eb3956d8ac80917c9c20d0	gweather-locations	https://archlinuxarm.org/packages/aarch64/gweather-locations/files
extra	harfbuzz	14.2.1-1	d6c6ea367661ff6e8d165201c7098eeac615f83c2a13ba3c9db59eb3e16b94ee	harfbuzz,harfbuzz-icu	https://archlinuxarm.org/packages/aarch64/harfbuzz/files
extra	hicolor-icon-theme	0.18-1	f55507a63ae64c9dfa364c85e61e451d6d33ac33e86584774175e0897791d602	hicolor-icon-theme	https://archlinuxarm.org/packages/aarch64/hicolor-icon-theme/files
extra	hidapi	0.15.0-1	5325fade8df852a95b72a9c2554d58a395303432b7e82f756eaba00c9919502c	hidapi	https://archlinuxarm.org/packages/aarch64/hidapi/files
extra	highway	1.4.0-1	a0fc136db3ac865858cc173abd0d9f902c0c609ed4ab8bb2c20d3c98601f1227	highway	https://archlinuxarm.org/packages/aarch64/highway/files
extra	hwloc	2.14.0-1	ac48c589fb4a04d3e4344c37dfd677790923d5de4670178a5a516025d34060ae	hwloc	https://archlinuxarm.org/packages/aarch64/hwloc/files
extra	hyphen	2.8.9-1	04c11fece6d51341520f13b2349d51c580432aff26b7fdc0ed9dd9c2e43c58c2	hyphen	https://archlinuxarm.org/packages/aarch64/hyphen/files
extra	ibus	1.5.34-1	bf089172df6d882fb6bb687f8a52034b4a0c607a7e5bedd870d04002f4f53ec0	ibus,libibus	https://archlinuxarm.org/packages/aarch64/ibus/files
extra	iio-sensor-proxy	3.9-1	d294691562d2d3a8c5809d53bf89bc3b86c71de4677130131a2475aad4ce5710	iio-sensor-proxy	https://archlinuxarm.org/packages/aarch64/iio-sensor-proxy/files
extra	imlib2	1.12.6-2	cb0225753c7aff261afb432b7e730035d1f486ec503f7c85ea4ab67fdaf01811	imlib2	https://archlinuxarm.org/packages/aarch64/imlib2/files
extra	iso-codes	4.20.1-1	6140b097faaba3daf289a70602f1b822a36a1905df8dc98eef92321ae7429016	iso-codes	https://archlinuxarm.org/packages/aarch64/iso-codes/files
extra	jack2	1.9.22-2	1cd97c8898fd54632e8b4f32d1dd5b69e8cef5025090f9d0d6afc169edd2fdf7	jack2	https://archlinuxarm.org/packages/aarch64/jack2/files
extra	jbigkit	2.1-8	5815be82e0cc87fb2d6a0f07662845481207ce2764bd870206aab9eaa3e1c7a2	jbigkit	https://archlinuxarm.org/packages/aarch64/jbigkit/files
extra	js140	140.13.0-1	c37f9bf873ab4055e58e4ca62af2cac63d64316a5932d588b6425f90268d2ed1	js140	https://archlinuxarm.org/packages/aarch64/js140/files
extra	json-glib	1.10.8-1	5f3917247603f131f66ba8305c98d078ac994921df47755974af341aaa3b31e7	json-glib	https://archlinuxarm.org/packages/aarch64/json-glib/files
extra	l-smash	2.14.5-4	d03b2664384519c6771428012ee4d9e98e9360482e0963198aab02e09c5902bc	l-smash	https://archlinuxarm.org/packages/aarch64/l-smash/files
extra	lame	4.0-1	43e9f177e5054ea9906d405d5e89e0a8ee191f9252741268f1ed1530868f80c5	lame	https://archlinuxarm.org/packages/aarch64/lame/files
extra	lcms2	2.19.1-1	b35c47419ea435e450a5594ff194b969a582afbea4adccd5fa0ad7c3ad06109e	lcms2	https://archlinuxarm.org/packages/aarch64/lcms2/files
